label,tweet,label_id

random,Fuck the past! It's a waste of time now it's time to wait n see what gonna happen in the future! I wouldn't be happy if it wasn't for you!,7

random,"Class 1 or 2 Experienced Tour Coach Operator / Bus Driver needed in Fort Mcmurray, AB #job #hiring http://t.co/UnNdB6302z",7

random,@alleahlauren Same for work up here! They straighten their hair and everything! I roll out of bed 5 mins before we gotta go ahahaha.,7

random,@shitgirlssay: I'm just going to steal one of your fries. @Vanessa_Miceli Calgary stampede,7

random,I pretty much live on whtye ave.,7

random,@YoMomzAHoe I think ima workout wanna join,7

random,"@kcmyam heads up, you're only a few years away from needing me to feed you!",7

random,Date night!!!! @stagewestcgy @ Stage West Theatre Restaurant http://t.co/OfD1dSP5Kk,7

random,Why go to college when you can go to concerts?,7

random,Saes gestured and the energy cut a jagged path across the room.,7

random,"drive-thru at tim hortons in drumheller, dad: large iced crap with regular cream really dad?? a large iced crap?? Haha",7

random,"Edmonton has appointed Keith Acton an Associate Coach.He'll join K. Buchberger, S. Smith and F. Chabot on Dallas Eakins' coaching staff. #fb",7

random,"how can some ppl say PLL is boring i have a heart attack, die and pass out every episode its the most action filled show ive ever seen wtf",7

2013_Alberta_Floods,We are pumping out the basement! #yycflood #wetsos http://t.co/j9CXxALVqj,2

random,@BigEnis24 is this why you went into gravel business ??,7

random,The Refugee took a direct hit. We can't make the jump to light speed in time! shouted Artis. They'll have our shields,7

random,The CONVOS me and my mom have &gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;,7

random,Never tell your mate to stop doing things they enjoy doing that make them happy when you're around,7

2013_Alberta_Floods,Finished tonight's Emergency Operations Debrief meeting tonight in High River with @chipmand Amazing people working so hard. Long road ahead,2

random,Clean up at dade gallery http://t.co/he9f58pInf,7

random,@Devin_HerouxCBC Nice to see it much dryer from earlier today! http://t.co/vfl8DlpFwQ,7

random,@Lucatose1023 @fitzy_nowradio did you guys leave spruce already? Just for back from work and could use a free Popsicle!!,7

random,It's really easy just follow the beat. #shakethatassforme #favesong #menace,7

random,@Harry_Styles AMAZING WOULD BE AN UNDERSTATEMENT!!! its epic. Can't wait! Love you!,7

random,"aw in the Pool of Knowledge, of the white throne-",7

random,"Journeyman Pipefitter - Shutdowns needed in Conklin, AB. #job #hiring http://t.co/WkPpbCoU3v",7

2013_Alberta_Floods,#abflood what's happening in Canmore and banff re hwy 1 road closures,2

random,Who's got the best poutine in #Edmonton,7

random,@krscl_ how dare you?!! Hahaha. I feel so old na bala. Daw ga-menopause nko.,7

random,Haha #Bolland throwing the f bomb out on national tv during an interview #HawksWin,7

random,he Sith need to worry about a flank attack. It will change their tactics-and it will divert their attention away from Co,7

2013_Alberta_Floods,Flood Party Update #3: My pants took themselves off,2

random,@shellyb_15 come back and take my Friday ya rascal,7

random,"On the plus side, it's 29 degrees and not a cloud in the sky! #Roadtriptweets",7

random,"If I'm going to die sooner than planned, Hil said, then I'd like to take a few more tinnies with me, sir.",7

random,"Power Systems Electrician needed in Calgary, AB Great company with 50 years of services! #job #hiring http://t.co/fzV4fCxttA",7

random,@delaneyshowers hey keep your hooligans away from my lake! #kooc,7

random,"indeed he could be persuaded to walk the dark path at all, and if she ever allowed him a moment to think, really think,",7

random,"@ReidBryanna look at our fancy footware for longweekend, Melissa can join if she likes http://t.co/M3T43x2tdz",7

random,"On the plus side, #freshstart for the fridge and freezer http://t.co/MGEA3AMSPT",7

random,is time at a more normal pace. Don't let them know we're on to them. That's the mistake the others made.,7

random,Last day here in Calgary. Had a great time in Western Canada but ready to get back to the capital #OttCity!,7

random,When my mom bitches at me and tells me to stop making friends with people from other cities. She should be happy I'm leaving the house.,7

random,"What? Nick said. Skywalker, talk to me!",7

random,@alvinlal whew! Thanks for reminding me! I was on pins and needles the WHOLE WEEK!,7

random,#STOLLERYDAY shows up at this time as Trend in Edmonton http://t.co/xAUPVXWvCQ,7

random,"Disconcerted, Myri blushed. What? Cut it out, would you? Seriously, people. Dad?",7

random,"Marr smiled, stood, turned to face him. They do. Push until it gives, right?",7

random,@KinziMorgan the new songs get stuck in my head for days,7

random,You can if you want to,7

random,"I'm at Kiewit Infrastructure Co (Edmonton, AB) http://t.co/5lluTn6AT1",7

random,"Enbridge $ENB shut two lines carrying a total of 1mmbbl south, resulting in WTI's upward move yesterday #oil #investing",7

random,@jaclynberg thanks twin! Love u :*,7

random,"@yaseeno7 idk it's just Alberta diploma prep it was $50, they closed the university down for the weekend",7

random,"Insulator / Pipefitter / Scaffolder for Shutdown - Journeyman and Apprentice in Lloydminster, AB #job #hiring http://t.co/PYb4SeyrPF",7

random,"You can close your eyes to things you dont want to see, but you cant close your heart to things you dont want to feel.",7

random,"Industrial Millwright needed in Calgary, AB Pension + Benefits - APPLY NOW #job #hiring http://t.co/skrN1DHicM",7

random,#bluejays shows up at this time as Trend in Edmonton http://t.co/uafyyCr3wS,7

random,"Great #soccer all weekend, All-Africa Soccer tourney at #yeg Castledowns Park hosted by #Africacentre. http://t.co/UaBWvyC06a",7

2013_Alberta_Floods,Help rescue workers by staying home for the remainder of today!  Don't get in the way and into danger out of your own curiosity! #yycflood,2

random,"I will take care of the #Ranats, Ikrit said to his companions. May the Force be with you.",7

random,@Alex_TMO @PerogyBoyz My late grandparents were multilingual and were fluent in several Slavic languages.,7

random,@MetalGirlbuscus Now imagine Toby stripping on that show!,7

random,Being born ginger isn't the worst thing in the world. You  could have been born a Kardashian. #GingerProblems @jeffkerr22,7

random,Squeezed in meeting a friend for lunch and she is 27 minutes late and counting. #notcool,7

random,"Class 1 Truck Driver - Must Be US Capable  Calgary, AB National company needs Drivers everywhere! #job #hiring http://t.co/QiZTVyHd2j",7

random,"It's the best when you call..just too tell me, I miss you, come home now",7

random,@ChadapornLin no I meant 500grams.  1/2 a kilogram,7

random,Watching Step Brothers... I am at home within my own heart.,7

random,Found a stereo that works with batteries and I found old CDs. Young Maria loved oasis.,7

random,So what's everyone doing tonight?,7

random,"I have news, Edell said, straightening. I've been to the new continent, and returned in triumph.",7

random,@bcblrussell Tina has an appt in standoff tuesday at Ann blackwaters at the building. I'll put it in her car if you want to pick it up then,7

random,Sun 18:00: Temp 26.0 C; Humidex 29; Wind ESE 11 km/h; Humidity 45%; Press 101.7 kPa / falling; Health Idx 2.3.,7

random,"No kidding, Han growled back, tapping his fingertips restlessly against the mug of Corellian spiced #ale that he still",7

random,Schneider oh my god!!! #devils,7

2013_Alberta_Floods,@jeanniedixon the water is 3 to 4 metres deep in some areas.,2

random,Um sylvan lake Sunday.... Fuck ya  #topless #sunnyday #beaches,7

2013_Alberta_Floods,@thomaskeeper as long as resources aren't taken away from getting people back in their homes.,2

random,"@vaskimusic Insane ft. Ava, Zombie Apocalypse, Godzilla and Safe or Sorry are my favourite @vaskimusic tracks.#youareagod #dub #wigglewobble",7

random,"Still unsure what had just #transpired, Noone watched as the lamproid vanished into the undergrowth. The nashtah strained",7

random,"@s1ipper Let me know where you are, Uncle Gary. A big group of us will be in that area tomorrow. Maybe we can come by.",7

random,@JavelinJamz I already miss u boys. W/o u were nothing,7

random,"@abbassomji  I just ordered some two days ago, I can't wait to get them :)",7

2013_Alberta_Floods,"Just drove through southern Alberta. All exits to High River blocked by RCMP, and you can see submerged houses and cars from the highway.",2

2013_Alberta_Floods,Typical back lane in Sunyside now. Poor residents with old homes and basements. #yyc #yycflood http://t.co/o4ecH9pCqe,2

2013_Alberta_Floods,@CalgaryPolice Is Hwacs playing any role for this evacuation order? Or down in High River?,2

random,@BoozeDonkey I know how you feel Raining again here in #yeg! http://t.co/DykBXwLGrB,7

random,re doing. Mara shunted vegetables around her plate as if trying to sweep them under a carpet.,7

random,@mrsedsheeran12 you can't just decide that you are emo. You don't even dress the part.,7

2013_Alberta_Floods,"@d_gilmerCFRE @cfcalgary @CF_Hamilton Waiting to see how they do against the Stamps ! Calgary strong, flood and all ! @cfcalgary",2

random,"e then that I selected you for this #assignment, the first you will assume in your new capacity.",7

random,But we have to put some #distance between us will converge there. Jacen and Tenel Ka can take care of themselves.,7

random,I work 7 days in a row after tomorrow. WHAT THE FUCKING.,7

random,Rearranged some of the stuff on the walls in my booth after I got a few new canvases. #tattoo http://t.co/xyjDzU7kVp,7

random,A friend is always loyal... (Proverbs 17:17a NLT) #flashbackfriday #coffee with #BibleCollege friend http://t.co/Y02bCtxMzR,7

random,@aaamberL ohhhh I'm sure I will absolutely love it,7

random,I wanna graduate I don't wanna go to school anymore,7

random,people use the word hating way too much .,7

random,ugh..why can't it just stop I hate it,7

random,"Uh, can my city and colour vinyl ship anytime soon?",7

random,@BlinkRestaurant: Go support your local business and help them stay alive. I'll drink to that!,7

random,RT @ChantelTiff: Cheated on my diet tonight... Never again feel like sh*t!! And I barely ate anything ...funny how your body adjusts!! Yup,7

random,She makes me wear a plaid shirt when I'm up her skirt,7

random,Still pumping out water! I just want to go back home... But grateful for all the love from my friends http://t.co/D8HLiP63fY,7

random,@leijij ayy send me those pics from last night,7

random,Pissing rain in Fort MacMurray and we're stuck in the hotel room. Beers is the only thing keeping us sane.,7

random,But there's nothing to eat,7

2013_Alberta_Floods,The river is getting crazy high here in Cochrane. Pray for so many already affected in Calgary and http://t.co/zpgGcDYu2A,2

random,Finally landed :) (@ Edmonton International Airport (YEG)) http://t.co/XcOGs76rZe,7

random,@cateia97 @WeeMadAggie ...on massive salt caves that have been pumped full of toxic/explosive gases from Dow chemical for years.,7

random,@3dance3moms3 would you like to be Brooke in my FALDC?,7

random,@JasonGregor @BeauBennett78 is just sad that more people know Lebron's shoe size than who he is.,7

random,Big Country Up to 42% Off Concert http://t.co/qp1eJtgFNi,7

random,@ebcameron89 just let me know time and date...I take part!,7

random,"Sales Coordinator Calgary, AB   We offer a competitive salary and benefits!   Please apply today! #job #hiring http://t.co/5Y3YzmR7d4",7

random,it's gonna be so hot out here my weave's gon' be coming off   -my brother,7

random,we turn into a target barge.,7

random,"While the rest of you guys are having fun on your long weekend,  I get to stay at home and pack. So I enjoy it for me!",7

random,@Mo_mohamud1: Eid prayers when i rolled up late in a khamis an a snap back even masjid mans was laughing cnt remeber the last I prayed eid,7

random,@teannajvincent perfect thanks lol. I thought you jail broke your phone or something!,7

random,"Damien Rice - Rootless Tree. Yes, Hate me so good that you can let me out of the hell when you're around. http://t.co/D0W1kTwDRn",7

random,@TheRock how did you lose all the lbs for your Disney flicks?,7

random,@zarrykisses_ @narrynicotine I CAN'T BREATHE https://t.co/NX95eENg9z,7

random,ight back at the gunman.,7

random,The mission had started out as a search for a possible connection between Moff Glovstoak and the Rebellion. Now it had t,7

random,"Just posted a photo @ Canmore, AB http://t.co/kzQMeHY3Ww",7

random,Last shift at Starbucks. Well it was good while it lasted I guess but this isn't the end at all..,7

2013_Alberta_Floods,@cityofcalgary @CalgaryPolice is there anything I (or anyone) can do to help with the flood relief efforts?  #yycflood,2

2013_Alberta_Floods,Could someone please RT the volunteer registration number? #yycflood,2

random,"omlink, he whispered, They're going to hijack the medical supply ship on the pad.",7

random,.@BikeBikeYYC Kelly has flat tire on Memorial pathway &amp; centre st. N of river. Tried to help but cant. Anyone else?,7

random,"Kad played with Laseema on the floor, retrieving toy animals that Atin had carved out of veshok. Laseema named the anima",7

random,@charlie_whiting .... and the odd pass or two....,7

2013_Alberta_Floods,Thoughts and prayers to everyone whose lost their home due to flooding :( #yycflood hopefully all my friends and family are safe out there!,2

random,Talking about weed with our teacher. The truth always comes out at the end of the year,7

random,Man I love my job. I get to walk past this everyday. http://t.co/shzRNdZf1b,7

2013_Alberta_Floods,"Redford, Harper pledge co-ordinated response to Alberta flooding: Premier Alison Redford has reiterated Friday... http://t.co/15E8VEywhM",2

2013_Alberta_Floods,@ashleymeller apparently not (yet) because of the berm. Never even knew what a berm was until yesterday!,2

random,"@Jeffro_ Best.  Toast.  Ever.  Have an excellent night, buddy!",7

random,"School Bus Drivers needed ion Chestermere, AB, Great  perfect, secure, part-time job for you! #job #hiring http://t.co/lb85Zt5IL2",7

random,@billalanday we haven't even met in real life! hahahah,7

random,@fumarcondios none! It was a tuna sandwich,7

random,ep a low profile #when there was work to be done. Do we know anything about who it is he's not hiding from?,7

random,Lowie tried not to make it obvious that he was #keeping,7

random,I will soon have a roommate. Been 12 years since my last roommate. Gonna save sone money.,7

random,@NutritionAshley: Getting a #utility bill deposit back feels like a mini Christmas! #excited #excellentday Wellllllllll Yaaaaaaa!!!!,7

random,"Heading out for a morning ride, rocking my new super feat courtesy of @SCSFS",7

random,Just chilling on the fourth floor balcony of our hotel. #boredasfuck,7

random,@stephenceralde You are not even following.,7

random,@kellyoxford smartest comments are usually reserved for Canucks fans.,7

random,@justinbieber Justin ur videos on Instagram are Gonna kill me.. To cute,7

random,@KikkiPlanet so she has a totally unique twitter and instagram account,7

random,"Don't even think #about trying that one. If you acknowledge the terrible things you've done, and whatever's left of Leia",7

2013_Alberta_Floods,Flood victims in #medhat get property tax extension. #mhflood  http://t.co/j1SZwS69d4,2

random,"accountable. and trying to show i'm a sweaty mess, right @sophiehowl27?!!! (@toneitup) #summersizzle @ http://t.co/1chyZCYO2U",7

random,"in himself, using the MSE-6 as a conduit.",7

random,#abflood shows up at this time as Trend in Calgary http://t.co/YSA23IOHWR,7

random,Hot Canada Day at the leg :) @ Alberta Legislature http://t.co/QPnktFS8da,7

random,@sjleask Yeah I suppose it was pretty similar. Although I think we had cool family crest armor or something.,7

random,"@ARealBF: BRB = I'm not really going anywhere, but neither is this conversation",7

random,"Our upcoming summer line is our largest collection yet, all products are custom cut with high quality http://t.co/jcbx8PQxW1",7

random,"Manager, Compensation - Precision Drilling Corporation: ( #Calgary , AB) http://t.co/628xbqcdmr #HR #oilfield #Job #Jobs",7

random,"Branch Manager - Commercial Construction needed in Edmonton, AB Top pay package, and excellent benefits! #job #hiring http://t.co/FOhH83578E",7

random,Lmao my god  Winston just has bunch cheesies in his pocket,7

random,"Vaginas are like the weather, if its wet, its time to go inside.",7

random,long as it took Kit to back the zeles and cart up to the stack and unload the additional stubble they'd collected durin,7

random,@Ana_Masriyah oh it completely unfounded whenever I see Ali and beef on Twitter I assume Shia vs Sunni,7

random,"groovin to the beats till 6, come on by! #doubledragonflymusicfestival",7

random,", Hobbie discovered, the #fragment that had made this opening had been slowed by punching through the X-wing's titanium-a",7

2013_Alberta_Floods,Cat and owner swim for their lives in Canada flood : http://t.co/WJgqvUfNOg,2

2013_Alberta_Floods,Tears to my eyes man... RT @jrmacpherson: We rebuild together. https://t.co/owOAP7EMjt #yycflood #yychelps #yycstrong,2

random,terized fighter bays on more conventional warships; even the roar of the entering fighters' engines was muted by phased-,7

random,Good morning!!  I have to charge my phone then I'll be on to see how everyone is:)X,7

random,when someone compliments ..me on one of my lyrics.. *-*,7

random,@chrisnaish pardon me? What am I? Friggin chopped liver??  #friendsoff,7

random,All these boys in suits and ties. I'm gonna have a meltdown.,7

random,@benlikepen it looked like this!!! http://t.co/CYbA7mpw3N,7

random,@benrankel that would be wonderful! @Angie_D_Rhyme @lmnopenelope @chelseamwatson are all 19th ave-ers too!,7

random,I feel like taking a roady to Barrie in the new car this summer,7

random,"@lastjanelouise Yeah combined with the crazy muggy-ness from the heat and rain, it's hard to get comfortable right now!",7

random,"Journeyman Truck and Transport Technician / Journeyman Heavy Duty Mechanic needed in Medicine Hat, AB #job #hiring http://t.co/xYhOB2efFM",7

random,@anneosullivan great news!  I didn't get an email - weird!,7

random,Off I go tomorrow....Wow I should be a rapper. :),7

2013_Alberta_Floods,"HH-BH.CA kids soccer fundraiser collects over $1,300.00 for Red Cross Relief Fund. Great job kids &amp; Parents. #yychelps #yycflood",2

random,Happy birthday Karman! From your evil brother lol http://t.co/hxxAUxsMhI,7

random,@markmcfitzy ya it's gonna be real interesting. They need everyone to stay healthy. Perhaps a deal to made in season but wow. What a day,7

random,"Morinville mayor loses battle with cancer: The family of Morinvilles mayor, Paul Krauskopf, has confirmed he has... http://t.co/FPaI7eXGDi",7

2013_Alberta_Floods,The water is receding.  Time to clean up. #calgarystrong. Can't believe the destruction. #humbled,2

random,rian fighters swung around to engage them like a flock of garbs turning as one bird.,7

random,My breasts are full of chocolate milk cause i fucked a black guy -@haleycutting #woah,7

2013_Alberta_Floods,Apparently the #abflood business is pretty well talked about here in the twitter world! Glad #reddeer is above h20. http://t.co/dKwQiTBAmB,2

random,@Bob_Stauffer - I was trying to calm fans yesterday but I understand why some are getting antsy.  In reality can not be judged until Jul 31.,7

random,@CommonWhiteGrl: kim and kanye's baby 'north west' looking cute in her first public picture http://t.co/U0R7xEHuYY   @jpuurk,7

random,But how am I supposed to drive my car this hungover?,7

random,@markramirez_ fuck I wish I had work today. Forgot to turn off my alarm,7

random,Finished my lunch fatburger still the best burger in #yql #Lethbridge @ Fatburger http://t.co/c1mWory9OM,7

random,Those shots of Bickells parents in the stands are awesome. They are clearly more nervous than he is!,7

2013_Alberta_Floods,My thoughts and prayers go out to everyone affected by the #yycflood. Stay in good spirits knowing that all of #yyc is thinking of you.,2

random,Love waking up to @1073Koolfm makes me feel like I'm back home.  #victoria #yyj #icomefromtheislandman,7

random,t moment in the Tatooine desert when he'd #watched his mother die. Felt her die. He'd never be free of what had happened,7

random,@TheoFleury14 might as well be 51 haha,7

random,I just know I'm gonna end up watching one tree hill all night,7

random,@ScootsMcBoots @cselley Good point. I was wrong to assume they were reading it to begin with!! Hahah,7

2013_Alberta_Floods,The swollen Elbow river @ River Park Off-Leash Area http://t.co/PxjDyin34J,2

random,@BrazilStats good point . But what u think of Jo ? He has been playing quite well when he is put on,7

2013_Alberta_Floods,"@YourAlberta Do fridges and freezers have to thrown out even if they were untouched by water or backup, or just throw out the contents.",2

random,Yea you know you're my demon. #youknowthemeaning,7

random,Soooo excited to see all my favs in the next two weeks!,7

random,@stevetsuida do you live in the NW? A friend of mine posted a similar pic not long ago.,7

random,BRRUUIIINNNS!!!!! Great goal by Kelly. 1-0 Boston,7

random,"On Thursday 20, #SurrenderYourSay was Trending Topic in Calgary for 11 hours: http://t.co/2RkFyF3n4z",7

random,"ontrol, offering no emotions for him to detect.",7

random,This day is dragging some serious ass! .... Hurry along pls!,7

random,"I just got a message that a ship's coming down to the landing clearing, on final approach, Raynar said. It's the Mill",7

random,@Mo_mohamud1 I'll be honest I don't give two fucks what her current believes are and what changes she is going through! .... that rack dou,7

random,"@GigawattConduit @cateia97 @ElementalAmber I thought my kids would turn out weird too, but my little girl is actually crazy popular.",7

random,Adding events and reminders from the today screen would be pretty handy. #ios7beta,7

random,#love #luckygirl #handsome #hubby #anniversary @ Silvertip Golf Resort http://t.co/X4evGe1hXH,7

random,"Thanks for the drinks tonight, @immrfabulous !",7

random,"Wish I could help your depression,  #uselss",7

random,"For those interested, I enabled location for this tweet from Banff.",7

random,"@AnthonyCumia - say what you want about Trayvon, but that gangsta had good taste in women. Daaaayam. #ZimmermanTrial",7

random,"Hmm.. Maybe KD wants out of OKC, and take his talents to LA. Lebron bandwagoners are gayer than Canuck fans, and soccer players.",7

random,@ReneMikaela More respectable...than red. Pink is associated with Breast cancer awareness.,7

random,@AmyLafleche looks like a gorgeous drive! Hope all is well,7

random,@robbrowatzke I saw a notification from you an I knew exactly what it was going to say.,7

random,@pipefitter34 @mental_gas Ohh I know! But look how the swing happened in #ChivsBos when Toews &amp; Bergeron got hurt. Lose face-offs can = loss,7

random,@kvca_: Is @neutriIl done her little journey around the world yet? 2 hours til Calgary then I won't be back til the 18th :(,7

random,@scrad40 some of the goals Crawford let in were awful. Most of rasks were rebounds or ones he had no chance on.,7

random,Another soggy day in Grande Prairie. When will the rain stop so we an get back to work?,7

random,Nearly 4am. Sounds like bedtime to me.,7

random,"Ny kept him company, pulling up her collar against the chilly spring wind. She hoped he was joking about #Jusik's pilotin",7

random,hat's the status of the landing area #north of Tahv?,7

random,"is this the real thing , or is it just a one night stand ?",7

random,"I'm at Millbourne Mall (Edmonton, AB) http://t.co/BljO16hBEj",7

2013_Alberta_Floods,@nenshi @cityofcalgary Any word of evacuating Chaparral Valley? We are kinda sitting right in the river bed... #newcommunity,2

random,Reunited with all best friend's this weekend. Just missing one who's currently studying in the UK now...,7

random,So now douchebag Kane has won more cups than zetterberg. Yay.,7

random,Did you know that #SurrenderYourSay was Trending Topic on Thursday 20 for 11 hours in Calgary? http://t.co/2RkFyF3n4z,7

random,"four days. She thought for a moment, then said, Offer him more money. Maybe if he's able to hire more men, afford more",7

random,"Girls day at west Ed #shopping. Jk, who am I kidding... I'm alone. #onemnwolfpack",7

random,"The margravine tossed the gown into a corner and #declared, The wedding is off!",7

random,@mc79hockey @ThomsonCam @PdashOW At what point is it agreed that  the #oilers amateur scouts absolutely suck? #MagnificentSuckage,7

2013_Alberta_Floods,Thousands of Calgarian's turnout today to volunteered to clean up after the flood. You rock Calgary! #yycflood #yyc http://t.co/vgDJEFDbeb,2

2013_Alberta_Floods,"If the river floods up 4th ave, I'll break out the inflatable boat.",2

random,@Sian_Sabean that's what I think about you deleting snapchat http://t.co/Bx9TA3Eg2x,7

2013_Alberta_Floods,@Premier_Redford Our thoughts are with the families as well.,2

random,R we hospital buddies 2day? #iv #bloodwork #livinthedream,7

random,@canesfootball Miami Football: Power Ranking the Best Running Backs in Hurricanes History: With five national champions... @yabudyyy,7

random,@jacquiebeckett can I come? I'll help get our two-by-two animals,7

random,@Goooo_Awaay  I feel you I want a certain brother of mine out to because he is hella lazy,7

random,#flower #hand #bw #collarbones #scary #creative #peace #simple @ ask me questions on ask http://t.co/WyXkEEYc9f,7

random,@linetrash_wall7 It's a site where you can earn free stuff!,7

random,"We are now hiring for a Construction Estimator in Calgary, AB - Click here for more details -&gt; #job #hiring http://t.co/J3AfkiAuOo",7

random,but I hope everyone has a nice day,7

random,Made dinner for @staceybootycamp Crab stuffed Salmon with Zucchini Cakes. http://t.co/sGDqr3ZHdA,7

random,I Had a heart attack reading the menu. #deathbybacon @ Standard Tap Public House http://t.co/lFwTXiJqiY,7

random,@Real_Liam_Payne Hi Liam! How are you?,7

random,ves and the droids onto the railed open-air turbolift that #had been original equipment when the quarry was a going conce,7

random,"Ford recalls 13,000 cars and SUVs for faulty safety locks: Ford is recalling just over 13,000 Explorer, Taurus... http://t.co/PTuVqi7Rey",7

random,He and Zerba were on their own.,7

random,It's a beautiful day and I can't stop myself from smiling!,7

random,"I, Susan, am a whiney fucking bitch, and you Frankie have it under control.",7

random,"Journeyman Heavy Equipment Mechanic needed in Spruce Grove, AB. Excellent opportunity, apply now! #job #hiring http://t.co/UGmDpuuX0T",7

random,Rex and Ahsoka made their way through the rubble in the city square. They walked past a #line of clone troopers manning h,7

random,@Robbie_1873 this fucking hardass follows me!!! I'm actually someone in scotland right now hahahahah,7

random,@OnlyBern what made you go bc! Besides the beauty?,7

random,And I don't have a big mouth like him and his friends to spread it.,7

random,"At bbq in #yyc, each person has tales of helping friends rip out drywall, sopping insulation, rip up floorboards, tiles... down to studs",7

random,With out your crash helmut no-less @TeamCanada1,7

random,Great 1st quarter by the @sskroughriders - keep up the pressure! #RiderfaninOilCountry,7

2013_Alberta_Floods,This whole flood thing is getting scary,2

random,Omg I just fucked up so hard .,7

random,High Prophet Jedgar was more concerned about saving his own life than in assisting what little was left of Grand Moff Hi,7

random,"There #wasn't. An hour later, it was over.",7

random,@paradiseharryxx: who wants to stay up and talk to me on kik Ill do it bc no life what's ur kik?,7

random,@JCrossover I'm pretty random and I love basketball.,7

random,Just watched Inglorious Bastards...Brad Pitt is insane lol #goodmovie,7

random,"wiped the cylinder clean with a damp cloth. There's a #meditation room downstairs with some privacy, but it doesn't see",7

random,That one time some one facedtimed me and told me how much of a sook I am,7

random,Taco is roaming around the New Soon-to-Be Seaton Urban District. #yyc @ South Health Campus http://t.co/sEwmS8BjvZ,7

random,@Chandilierr hey can we bring you a sandwich,7

random,@bgwalker18 @TSNRyanRishaug that's awesome Randy River....silk shirts and tapered pants. #rr #randyriver,7

random,@bshelll best of luck to you,7

random,"@MichelleRSauve @roastedfresh4U the ones had were from around 2, but things change",7

random,"ine interference of omnipresent, dispassionate eyes prevente",7

random,@ElementalAmber @cateia97 Canada would have negative population growth if not for immigration. Come on over. Tell them I said it was okay.,7

random,Apart from the odd occasion when locals go fishing with grenades lmao this tourism ad is too hilariousb,7

random,@NellyTJohnson whip ya toe with a bed sheet son,7

random,@Gawker: A man who has sex with bicycles is on the loose in Sweden. http://t.co/WC4n2v0sYw @eddielack you have evidence of this fugitive?,7

2013_Alberta_Floods,@CBCCalgary stop trying to find the negative in the #yycflood  You were so supportive &amp; now U seem to be focusing on the bad. Please stop.,2

random,Kelsey's @ CALGARY AIRPORT has the worst service...DO NOT GO!,7

random,@dacibrown come over tomorrow at 4??,7

random,If you think you did you don't like fuck,7

random,"Commercial Glazing Branch Manager Calgary, AB Top pay package, and excellent benefits! #job #hiring http://t.co/2eIG4NQOEk",7

random,@codysimpson bring some chairs out. I'm tired of standing,7

random,"Lieutenant Orrell Lockerbee, Corporate Sector Authority ship Resolute, he said, and if he had clicked his heels Mander",7

random,day at the beach with my girls is just what I need,7

2013_Alberta_Floods,Who wants to grab a shovel and head into Mission or Montgomery? I have extra shovels and I'll pick you up! #ycchelps,2

random,We're here to fuck shit up. http://t.co/hf7WQiTNQM,7

random,@BraydonEpp Their. But good point. How's gram?,7

random,If she thinks 69 is just a number #SheMightBeTooYoungForYou,7

random,@mattdgolf just shame spiraling. Wtf sorry about last night what was I wearing,7

random,@cfhorgan and your asking questions about Trudeau's presser!Why is media so protective of JT ?A future PM needs to b able to look after self,7

random,How come the goalies don't get a +/- rating? #nhl,7

random,@SarahHlapcic @laurenzaffino @shayjacobson love running those stairs! Have a great run!,7

random,@Riya6 better luck next time kid #rummy-o #champ,7

random,@BB_Tyga lol I was just there,7

random,"Gonna be an unreal week! Chem is done, T Swift with the girlies tomorrow, GRAAAAAD then most likely alcohol poisoning. But it's okay",7

random,@Sun_Tychkowski hope he fills out. #Roy,7

random,Canada day weekend expectations: fireworks  Canada day weekend reality: rain,7

random,@bluelona: @kdsmith1951 Bring it as in bring it! or bring it. ? exactly. gotcha,7

random,"We could infiltrate it, Syll and I. #Even with Skywalker's team there. You know that we can.",7

random,It doesn't matter if the glass is half full or half empty... it's clearly almost time to order another drink.,7

random,"School Bus Drivers needed in Calgary, AB, Great  perfect, secure, part-time job for you! #job #hiring http://t.co/GU1L8vXEap",7

2013_Alberta_Floods,@BradVBee no because the edge is In Calgary so I will just go on normal days! Because they didn't cancel school!,2

2013_Alberta_Floods,Calgary flooding: line ups at Safeway Grocery store. Everyone out getting food and water if available. One is ... http://t.co/Pho8d4KdIq,2

random,@KingsOfLeon Awesome. All that needs to be said,7

random,Sup girls @ World Bier Haus 1410 http://t.co/PGhb1ocAtJ,7

2013_Alberta_Floods,And the poor zoo animals :( #yycflood,2

random,'Vine' appeared on Thursday 20 at the 19th place in the Top20 of Calgary's Trends: http://t.co/2RkFyF3n4z,7

random,"Took a tour around the #dtcore and it's a nightmare near the Stampede Grounds, but okay(ish) around us... So gonna stick it out for now.",7

random,"To my cab driver last night, thank you",7

random,@SarahJLA I was about to stop in at warp. I will learn from your mistake and avoid that place.,7
